 5000    5100
 2071    3668       8
 2071    4019       5
 2071    4545      25
 2072    2394      88
 2072    2988      74
 2072    3532       3
 2072    3884      74
 2073    2236      53
 2074    2551      67
 2077    2587      21
 2077    3175      22
 2079    2981      49
 2079    3358      35
 2082    4534      94
 2083    2580      62
 2083    4140      23
 2084    2179      45
 2085    4668      45
 2086    2562       9
 2086    2593      17
 2086    3060      48
 2086    4811      83
 2087    2705      22
 2087    2734      12
 2087    3243      31
 2089    3066      99
 2091    2833      28
 2093    2271      52
 2094    4834      66
 2096    4230      16
 2096    4491      74
 2097    3625      21
 2098    2590       2
 2098    4287      97
 2098    4872      52
 2099    3127      64
 2100    2627      71
 2100    3490      68
 2100    3745      46
 2100    4612      25
 2100    4691     100
 2100    4810       9
 2102    2970      20
 2103    2449      75
 2104    3410      29
 2105    2820      39
 2106    3662      23
 2108    3041      70
 2108    3585       3
 2108    4253      89
 2110    4298      54
 2112    4750      82
 2113    2851      88
 2113    4658      76
 2114    3911      37
 2115    2454       9
 2117    3939      12
 2119    3989      66
 2120    4725       8
 2121    2899      67
 2122    2793      65
 2123    3321      53
 2125    2681      23
 2126    2770      18
 2127    2951      85
 2128    3625       9
 2128    4901      64
 2130    2225      88
 2130    4191      72
 2131    3329      57
 2131    3504      77
 2134    3259       2
 2135    2252      97
 2135    3246      60
 2136    4904      18
 2137    3075      31
 2138    4156      27
 2140    3057      62
 2141    2518      58
 2141    2801      62
 2141    3398      31
 2142    2183      23
 2142    2427      26
 2142    3571       9
 2142    4293       4
 2142    4367      78
 2144    3651       3
 2145    3957      69
 2146    2189      25
 2146    2342       8
 2147    2498      79
 2147    4843      15
 2148    2934      26
 2150    4369       9
 2150    4684      11
 2151    2448      66
 2151    4017      92
 2152    2415      43
 2152    2431      42
 2152    2679      59
 2153    2428      13
 2154    3196      43
 2154    4271       6
 2155    2588      69
 2155    4385      84
 2155    4546      39
 2155    4739      81
 2157    4437      10
 2158    4659      62
 2158    4778      50
 2159    2332      26
 2159    3232      28
 2161    3189      66
 2161    3494      34
 2161    3581      82
 2162    2358       5
 2162    3602      81
 2163    4025     100
 2166    4060      74
 2166    4127      56
 2166    4318      81
 2166    4987      66
 2168    2528      38
 2169    2815      45
 2170    3255      76
 2173    4745      90
 2174    4695       4
 2176    3279       3
 2177    3150      77
 2177    3778      28
 2177    4151      87
 2178    3163      84
 2179    2339      44
 2180    3841      85
 2181    4187      81
 2182    3635      20
 2183    3900      49
 2184    3400      52
 2184    4370      60
 2184    4878      14
 2185    4623      81
 2186    3535      96
 2188    3492      35
 2189    2937      93
 2189    3476      66
 2191    2650      33
 2193    2980      57
 2194    3469      23
 2195    4802      63
 2203    3267      96
 2204    4264      21
 2205    4718      96
 2207    2777      41
 2208    4773      89
 2209    2248      88
 2212    4244      89
 2213    2732       2
 2213    4402      52
 2215    3014      40
 2215    3545      23
 2216    2914      26
 2216    3250      68
 2216    4534      56
 2218    2610      70
 2219    2843      79
 2220    3951      35
 2220    4571      34
 2220    4732      80
 2221    3334      71
 2221    3942      57
 2221    4019      48
 2222    3345      26
 2222    4733      11
 2223    3098      95
 2223    4340      68
 2224    2544      75
 2224    4627       8
 2227    4214      40
 2228    4113      29
 2228    4310      99
 2229    3019       1
 2231    2721      30
 2234    2803      22
 2234    3206      40
 2235    4014      81
 2237    4790      65
 2241    3758      17
 2243    4999      85
 2245    4428      51
 2247    2608       7
 2248    2988       3
 2248    3385      48
 2250    4664      83
 2251    2847      12
 2251    3336      32
 2252    4685      62
 2253    4805      69
 2254    4187      30
 2254    4204      72
 2255    2582      24
 2256    3201      54
 2256    3325      76
 2257    3190      47
 2258    3450      80
 2258    4554      31
 2259    2644      56
 2260    3128      53
 2261    4754      98
 2263    2851      94
 2263    2938      68
 2263    3485      59
 2264    4376      48
 2265    2753       7
 2266    3347      94
 2267    3144      69
 2267    4161       7
 2268    4445      50
 2269    3572      76
 2269    4781      11
 2270    3909     100
 2271    3993      34
 2271    4392      66
 2272    3395       9
 2272    3627      75
 2273    3630      33
 2273    4417      63
 2274    4989      75
 2276    2789      26
 2276    3263      14
 2276    4683      51
 2277    3940      47
 2278    3153       2
 2279    4150      89
 2280    4368      91
 2281    2952      23
 2281    4185      32
 2282    2477      41
 2282    2593      16
 2282    2767      25
 2283    2869      63
 2283    3761      21
 2283    4910      42
 2286    3121      66
 2287    3195      93
 2290    2532      54
 2290    3964       7
 2290    4389      49
 2291    2680       4
 2292    2711      54
 2293    3669      71
 2295    2562      89
 2296    3231      11
 2297    3109      95
 2299    3411      23
 2300    2491      37
 2303    3188      60
 2305    2451      49
 2306    2451      11
 2306    2709      29
 2306    3403      95
 2306    3713      54
 2307    2767      28
 2308    3646      74
 2309    3422      97
 2309    4148      64
 2310    4963      34
 2311    2566      20
 2312    4520      34
 2313    3094      67
 2314    4951      92
 2315    3869      91
 2317    3655      68
 2319    4350      29
 2319    4798      94
 2320    2500      69
 2320    2679      46
 2321    4879      36
 2322    4318      38
 2323    3253      25
 2324    3040      39
 2324    4045      39
 2325    4114      69
 2326    4484      69
 2327    2851      94
 2328    3209      63
 2328    3635      22
 2329    4423      61
 2332    4503       2
 2335    3886      95
 2336    2470      50
 2336    2676      16
 2336    2871      86
 2336    3611      60
 2338    4453      25
 2339    3002      91
 2340    4668       8
 2341    3549      23
 2343    3788      66
 2344    3859       2
 2344    4995      21
 2346    3272      74
 2347    4215      66
 2348    2849      83
 2350    3902      59
 2350    4138      19
 2350    4777      66
 2351    4553      35
 2353    3406      49
 2355    4904      87
 2356    3554      25
 2357    2437       6
 2357    2443       8
 2362    4683      74
 2364    3288      61
 2364    4393       8
 2365    3554      55
 2365    4078       4
 2365    4645      23
 2366    3957      44
 2367    3279      89
 2368    2745      75
 2369    4250      26
 2369    4932      46
 2370    4342     100
 2371    2845       3
 2374    3708      43
 2375    3154      34
 2376    4034      87
 2377    4810      96
 2378    4171       7
 2378    4523      69
 2383    2550      24
 2384    3969      96
 2385    2893      14
 2386    2643      35
 2386    4893      81
 2387    3345       6
 2387    4016      16
 2387    4480      82
 2390    2644      61
 2391    3238      63
 2391    3973      10
 2391    4289      24
 2392    4359      39
 2393    3338      94
 2398    3833      66
 2398    4377      26
 2399    3002      12
 2399    3061      87
 2399    3601      35
 2400    4623      40
 2401    3636      36
 2401    3846      85
 2401    4361      29
 2402    4096      86
 2402    4697      78
 2403    3445      46
 2403    4512      79
 2403    4787      37
 2404    4449      39
 2405    4133      77
 2406    3840      73
 2407    4264      44
 2409    2851      94
 2410    2664      12
 2410    3246      29
 2410    3360      41
 2410    3833      86
 2410    3893      37
 2413    4987      82
 2414    3151      18
 2415    4361      88
 2417    4605      67
 2418    4965      37
 2419    4065      89
 2421    3174      92
 2422    3766      35
 2422    4400      37
 2424    3806      13
 2425    4988       7
 2426    3609      69
 2426    4405      96
 2428    4638      75
 2430    3384      41
 2432    3784      47
 2433    4085      23
 2434    3154      98
 2436    2953      97
 2436    4076      88
 2437    3957      42
 2438    3071      24
 2438    3968      81
 2439    2697      45
 2440    3691      60
 2440    4745      98
 2444    3563      41
 2446    2679      66
 2446    2807      51
 2448    2449       7
 2449    3462      73
 2450    3571      53
 2452    2775      25
 2453    3948      21
 2455    2518      92
 2456    4181      11
 2456    4212      17
 2457    2481       2
 2458    4425      80
 2463    3008      76
 2465    4682      27
 2466    3068      57
 2467    4156      35
 2468    4487      43
 2470    2525       3
 2470    3380      84
 2470    4483      35
 2470    4502      46
 2471    4071       3
 2471    4096      84
 2471    4630      90
 2472    3570      17
 2472    3703      70
 2473    4424      25
 2474    4154      17
 2475    3316      33
 2476    2657       1
 2479    4536      28
 2481    3263      53
 2481    3360      15
 2481    3489       9
 2481    4179      62
 2481    4828      20
 2482    4688      92
 2485    3857      75
 2485    3932      15
 2485    4487      57
 2485    4731      48
 2486    2930       5
 2487    2723      13
 2489    4098      84
 2490    2661      22
 2491    3171      38
 2491    4209      47
 2492    3559      62
 2495    3740      74
 2496    2806      16
 2497    2923      73
 2497    3656       2
 2497    3835      72
 2497    4274      86
 2499    3434      37
 2501    4125      62
 2503    4974      58
 2507    2567      75
 2508    3468      35
 2509    4251      63
 2511    3499      47
 2514    3782      66
 2514    4947      64
 2516    4150      72
 2516    4436      34
 2517    3223      29
 2519    4077      93
 2520    2676      67
 2520    3008      36
 2521    3639      17
 2522    2742      55
 2525    4602      78
 2526    4483      94
 2528    4200      15
 2528    4360      52
 2529    2889      28
 2529    4095      89
 2531    2780      40
 2532    2788       3
 2532    3743      61
 2533    4326      59
 2536    2719      67
 2536    3157       9
 2537    3691      23
 2537    4239      75
 2538    2732      48
 2539    3835      74
 2540    2597      20
 2541    2886      63
 2542    2785      87
 2542    3479      16
 2544    4343      41
 2546    3748      81
 2548    3100      44
 2549    2969      69
 2549    3234       9
 2549    4251      38
 2551    3805      64
 2552    4725      93
 2555    3180      43
 2556    2985      35
 2556    3780      77
 2556    4025      64
 2556    4146      68
 2556    4881      80
 2557    3191      85
 2559    3086      52
 2560    3879      90
 2561    4105      78
 2561    4248       4
 2561    4368      86
 2561    4531      69
 2562    3483      20
 2562    3798      61
 2562    3977      40
 2563    4582      52
 2564    4244      77
 2565    4501      12
 2566    4773      95
 2567    3819       1
 2569    4260      86
 2570    3343      50
 2571    3630      10
 2571    4033      35
 2572    2680      84
 2574    3548      45
 2575    3614      96
 2576    2821      74
 2576    3715      79
 2577    2640      80
 2577    3662      96
 2578    3222       3
 2578    3430      34
 2578    3843      42
 2578    4229      67
 2578    4324      22
 2578    4505      13
 2578    4820      30
 2578    4980      99
 2579    4395      35
 2581    2828      74
 2583    3313       5
 2583    3607      50
 2585    4029      24
 2586    3959      63
 2586    4418      78
 2588    3228      87
 2588    3380      52
 2588    4471      91
 2588    4794      83
 2591    4532      33
 2591    4806      14
 2592    3377      49
 2593    2745      73
 2593    2851      40
 2593    2988      75
 2593    3360      94
 2593    4650      90
 2594    4473      88
 2595    3895       4
 2596    4440      13
 2598    3182       5
 2599    3281      27
 2600    4884      67
 2601    3193      27
 2602    4173      11
 2602    4868      54
 2603    4516      71
 2604    4174      23
 2605    4347     100
 2606    3465      65
 2608    3513      62
 2608    3579      86
 2609    2720      93
 2610    2767      30
 2610    4137      59
 2611    4948       3
 2612    4933      95
 2614    3304      38
 2614    3377      53
 2615    4281      66
 2616    4409      51
 2618    4294      44
 2620    4812      27
 2620    4899      43
 2622    4486      17
 2623    4388       1
 2624    2795       9
 2626    3045      14
 2626    4519      69
 2627    3344      31
 2627    3925      19
 2627    4640      66
 2634    2761      48
 2634    3662      37
 2634    3746      14
 2634    4111      22
 2635    4743      95
 2637    4490      96
 2639    4546      31
 2640    2865      88
 2640    3378      94
 2641    2922      45
 2642    4371     100
 2643    4568      58
 2643    4998      55
 2644    4262      53
 2645    4006      45
 2647    3041      13
 2647    4609      40
 2650    4094      92
 2651    2724      98
 2652    2655      29
 2652    4072      42
 2653    3421      88
 2653    4410      67
 2653    4759      21
 2654    3605       4
 2655    3949       5
 2656    3022      28
 2656    4949      97
 2657    3228      70
 2658    2968      76
 2658    3562       3
 2658    3902      95
 2659    4618      84
 2660    4154      42
 2663    3233      13
 2663    4223       6
 2663    4328      28
 2664    3393      54
 2664    4892      18
 2665    3919      18
 2666    2733      11
 2667    3935      72
 2668    4895      14
 2669    4060      77
 2670    3863      36
 2670    4281       5
 2671    2978      55
 2672    3406       4
 2675    2814      36
 2677    4551      47
 2679    2699      14
 2680    3326      87
 2680    4875      89
 2682    3425      88
 2682    3635      45
 2683    3245      31
 2684    4028      80
 2684    4225      21
 2684    4812      71
 2684    4820      42
 2686    4072      62
 2687    3716      88
 2688    3386      25
 2689    3224      12
 2691    3005      86
 2691    4142      17
 2692    3937      72
 2692    4090      16
 2693    3795      82
 2695    2761      58
 2695    2835      99
 2696    4605       2
 2697    3474      13
 2699    3305      45
 2700    3353      26
 2700    4103      65
 2701    4827       4
 2702    3034      60
 2703    3331      87
 2706    3575      37
 2706    4541      18
 2706    4858      93
 2708    3942      43
 2709    3531      85
 2709    4724      59
 2709    4900      97
 2710    4703      95
 2711    2759      33
 2712    3320      10
 2712    4364      56
 2713    4620      84
 2715    4650      79
 2716    3433       3
 2716    4445      16
 2720    3512      31
 2721    4744      93
 2722    3668      44
 2723    3603      58
 2725    3095      28
 2726    3255      14
 2727    3809      66
 2728    4143      60
 2728    4329      13
 2728    4344       9
 2729    3870      35
 2731    4936      86
 2735    3548      49
 2738    4678      19
 2740    2897      85
 2741    3922      24
 2743    3887      76
 2744    4558      76
 2745    2985       3
 2745    3174      53
 2745    3313      36
 2745    4080      15
 2746    4992      45
 2747    3504      38
 2749    4421      79
 2754    3904      37
 2755    3324      24
 2755    4106      16
 2755    4939      89
 2757    3493      75
 2758    3240      67
 2758    3577      89
 2759    2899      27
 2759    4039      46
 2760    3457      90
 2760    4114      65
 2760    4771      22
 2761    4736      14
 2762    4322      17
 2764    3389      65
 2765    3473      22
 2765    4384      20
 2766    3132      10
 2767    4617      48
 2769    3221      41
 2769    3302      95
 2770    4215      97
 2770    4872      59
 2771    3429      43
 2771    3816      77
 2771    4770      76
 2772    3114      78
 2772    3329      27
 2773    3179      92
 2773    4841      11
 2774    2981      82
 2776    3393      54
 2778    3671      52
 2778    3906      60
 2780    4816      14
 2781    3655      30
 2782    3419       1
 2782    4364      99
 2782    4748      89
 2782    4837      85
 2783    4870      92
 2784    3962      60
 2785    4111       3
 2788    4047      26
 2790    4702       3
 2791    4008      99
 2791    4297      25
 2792    3265      33
 2793    3679      12
 2796    3651       2
 2798    3662      27
 2803    4738      97
 2804    2993      96
 2805    4782       6
 2806    4030      41
 2808    3717      46
 2808    4177      58
 2808    4671      33
 2809    3961      20
 2812    3659      83
 2813    3812       3
 2813    4908      69
 2815    4445       5
 2816    3307      36
 2816    4247      25
 2818    3147      85
 2820    3695      73
 2821    3164      40
 2822    4465       4
 2823    3064      48
 2823    4411       3
 2824    4581      62
 2826    2862       5
 2826    4296      62
 2829    4820      27
 2830    3396       5
 2830    4664      96
 2831    3051       2
 2833    3939      81
 2834    3262      98
 2834    4144      57
 2834    4618       1
 2836    3668       1
 2838    4243      77
 2839    3460      10
 2839    4143       4
 2839    4511      90
 2840    4435      74
 2840    4465      20
 2841    4356      80
 2842    3939      28
 2843    4028      29
 2843    4430      60
 2843    4642      22
 2844    3386      12
 2844    3525      33
 2844    4723      81
 2846    4763      58
 2847    2987      51
 2847    3494      31
 2848    3293      40
 2848    4376      70
 2851    3209       2
 2851    3364      59
 2851    3443      79
 2851    3776      52
 2851    4984      57
 2853    3116      68
 2855    3401      71
 2856    3196      48
 2856    3295      27
 2856    3571      94
 2859    3586      52
 2860    4910      71
 2863    4692      41
 2864    3430       4
 2867    4433      64
 2868    4952      13
 2869    3540      83
 2869    4069       5
 2869    4189      18
 2870    3425       6
 2873    3329      79
 2873    3924      11
 2874    4626      10
 2875    4503      15
 2876    4386      92
 2877    3026      90
 2877    4649      58
 2879    2959      83
 2880    3300      27
 2881    3934      96
 2881    4451      86
 2882    2898      39
 2887    4700      65
 2889    4765      16
 2889    4811      66
 2890    4006       6
 2890    4051      25
 2893    4259      89
 2895    4255      89
 2896    4448      65
 2898    3039      48
 2899    3922       3
 2900    4474      41
 2901    3628      18
 2904    3434      98
 2904    4302       1
 2905    4681      87
 2906    3552       4
 2908    4469      77
 2909    3507      23
 2912    3593      80
 2914    4097       9
 2914    4343      60
 2915    3547      70
 2915    3582      92
 2916    4521      56
 2918    2943      96
 2918    4844      94
 2919    3878      72
 2920    4846      51
 2922    4439      98
 2923    3724      18
 2925    3529      13
 2925    4403       2
 2926    4931       9
 2928    3887      82
 2929    3225      95
 2929    4559      44
 2930    3819      96
 2930    3821      59
 2931    3412      60
 2931    4756      74
 2932    3061      90
 2933    4891       2
 2934    3916      14
 2936    3543      65
 2937    3746      33
 2937    4704       6
 2939    4759      80
 2940    4141      46
 2941    3378      43
 2943    3233      25
 2943    4323      15
 2944    4339      63
 2944    4725      50
 2945    2947      54
 2945    3211      98
 2945    3455      70
 2946    4205      92
 2950    4788      60
 2951    3443      59
 2951    3466      62
 2951    4764       4
 2952    4178       4
 2954    3556      28
 2955    3125      26
 2956    3711      11
 2958    4455       1
 2962    3678      50
 2963    2982      88
 2965    4224      90
 2965    4457      13
 2966    4675      15
 2972    3112      66
 2972    4060      67
 2975    3159      57
 2976    3011      15
 2978    3034      95
 2979    3651      43
 2981    3734      35
 2983    3531       1
 2984    3501      84
 2984    3992      71
 2988    3600      34
 2988    3652      36
 2988    4353      56
 2988    4783      37
 2988    4867      90
 2989    3298     100
 2990    3545      73
 2991    4820      11
 2992    4041      32
 2995    4133      39
 2997    4830      47
 2997    4915      18
 2998    4479      40
 3000    3440      47
 3004    3261      63
 3004    3875      16
 3004    4971      77
 3005    4037      11
 3007    3480      14
 3009    4368      52
 3010    3447      49
 3012    3408      50
 3013    3051      27
 3017    4316      64
 3018    3754      84
 3018    4208      57
 3019    3933      83
 3019    4689      83
 3021    4703      50
 3023    4520      86
 3027    3687      83
 3029    3896      54
 3030    4499      42
 3031    3164      79
 3033    4776      92
 3034    3176      46
 3034    3330      63
 3034    4575      93
 3035    4884      87
 3037    3536      82
 3039    4996      12
 3041    3053      96
 3041    3831      92
 3042    4329      26
 3043    4018      21
 3043    4575      92
 3044    4758      58
 3045    3430      42
 3045    3520      39
 3045    4852      58
 3047    4481       9
 3048    3051      14
 3048    3185      41
 3054    3456      45
 3055    3307      65
 3056    4567      30
 3057    4211      52
 3060    4183      79
 3060    4706      96
 3060    4833      29
 3062    3599      83
 3062    4701      19
 3063    4025      25
 3064    4649      98
 3065    4485       1
 3065    4824      75
 3068    4484      64
 3068    4893      64
 3069    3246      43
 3069    3248      69
 3069    4455      80
 3070    4024      39
 3072    3329       6
 3073    4448      35
 3074    4217      78
 3075    4305      42
 3079    3493      26
 3079    4695      55
 3080    4202      43
 3081    3652      80
 3083    3235      39
 3083    4791      80
 3085    3573      35
 3087    3620       7
 3087    4966      63
 3088    4057      75
 3090    4033      31
 3091    3474      45
 3092    4221      79
 3093    4639      71
 3093    4783      61
 3094    4478      74
 3096    3158      23
 3099    3121      37
 3099    4994       4
 3102    3793      34
 3103    3729      57
 3103    3883      56
 3104    3673      88
 3108    3255      57
 3108    3487      96
 3108    4345      48
 3108    4475      69
 3108    4625      60
 3109    3279      23
 3111    4488      53
 3113    3258      82
 3113    3438      87
 3113    4142      15
 3115    3226      69
 3116    4794      97
 3116    4864      68
 3117    4188      68
 3118    4548     100
 3119    3180      94
 3120    4155      38
 3121    3678      20
 3121    3692       1
 3123    3304      44
 3124    3601      92
 3125    3652      81
 3127    3789      52
 3127    3864      11
 3127    4114      53
 3128    4141       4
 3129    3301       7
 3129    4711      68
 3130    4276       3
 3133    3182      73
 3134    4782      57
 3135    3882      82
 3135    4493      68
 3135    4619      69
 3136    4015       3
 3138    3570      27
 3138    4466      71
 3139    3326      25
 3140    3648      70
 3144    3260      82
 3144    4202      33
 3144    4234      50
 3145    4502      64
 3146    3484      73
 3147    4034      47
 3154    3907      43
 3154    4791      64
 3155    4944      53
 3155    4986      91
 3156    4657      40
 3157    3550      24
 3158    4782       6
 3159    3564      13
 3163    4756       4
 3164    3805      12
 3165    3786      37
 3167    4143      74
 3169    4097      34
 3172    4811      16
 3176    3478      17
 3178    3882      46
 3179    3453      78
 3179    3947      12
 3180    3331      31
 3181    3429      52
 3182    3823      56
 3182    4562      45
 3182    4650       1
 3184    4933      31
 3187    4456      54
 3190    3395      71
 3190    4331      76
 3190    4897      52
 3195    4260      24
 3198    4182       2
 3199    3502      10
 3202    3877      64
 3203    3645      85
 3204    4650      86
 3206    4323      26
 3207    4872      28
 3208    4567      72
 3208    4663      31
 3210    4448      75
 3217    3443      68
 3219    3571      39
 3221    4319      94
 3222    3361       9
 3222    3982       2
 3225    4981      57
 3230    3837       4
 3231    4527      47
 3234    3918      76
 3234    4286      41
 3236    4682      96
 3239    4918      66
 3241    3287      97
 3244    3559      62
 3245    3360       3
 3246    4229      21
 3249    3837      70
 3251    4067      93
 3255    3943      90
 3255    4166      96
 3255    4794      65
 3258    3291      45
 3259    3806      91
 3260    3279       4
 3263    4444      87
 3264    3483      90
 3266    4574       9
 3266    4726      90
 3268    4440      71
 3270    4133      27
 3271    3517      53
 3272    4476      81
 3273    3645      45
 3275    3401      81
 3276    3771       2
 3279    4125      68
 3280    4404      81
 3281    4060      46
 3281    4518      45
 3282    3940       6
 3283    3983      13
 3283    4190       5
 3287    3572      77
 3289    3639      81
 3289    4135      22
 3289    4141      60
 3290    3374      28
 3292    4112      48
 3292    4955       9
 3293    4036      57
 3294    3927      51
 3296    4758       8
 3299    4610      15
 3299    4933      75
 3300    4347       4
 3300    4935      73
 3311    3541      35
 3313    3329      43
 3313    3914      73
 3313    4804      22
 3316    3749      26
 3316    4032       3
 3319    3370      71
 3322    3330      69
 3322    3439      45
 3322    4563      67
 3324    4011      96
 3326    3657      83
 3327    3645      78
 3327    4682      56
 3328    3477      69
 3329    4071      52
 3329    4591      26
 3329    4954      80
 3330    3413      49
 3331    3706      88
 3331    4531      29
 3331    4886      63
 3335    3882      15
 3336    3906      18
 3336    3965      16
 3337    4815      86
 3338    3595      31
 3340    4591      43
 3341    4164      54
 3342    3617      71
 3343    3765      16
 3344    4091      32
 3344    4995       1
 3346    3650      87
 3347    4280      96
 3348    4873       6
 3350    4141      30
 3352    4690      67
 3353    3443      35
 3353    3509      14
 3353    4463      42
 3354    4922      81
 3356    4529      36
 3358    4472      29
 3360    3629      29
 3360    3746       9
 3360    3839      73
 3360    3848      66
 3363    4414      50
 3364    3633      94
 3367    4438       9
 3372    4197      90
 3377    3380      54
 3377    3748      10
 3378    4169      92
 3380    3536      70
 3381    3680      59
 3381    3779      72
 3382    3953      60
 3383    3463      72
 3384    4379      16
 3384    4445      55
 3387    3423      34
 3387    3672      43
 3388    4032      94
 3392    4857      25
 3393    4284      28
 3397    3700      57
 3397    4383       3
 3399    3988      95
 3401    4447      86
 3402    4115      28
 3404    3668      89
 3405    4044      70
 3405    4992      91
 3408    4861      58
 3409    3439      27
 3410    4282      65
 3410    4365       4
 3410    4458      35
 3410    4729      38
 3411    4631      23
 3412    4817      88
 3415    4379      27
 3418    4050       6
 3423    4035      64
 3423    4393      86
 3423    4835      82
 3424    4698      99
 3426    3887       1
 3427    3848      19
 3429    3946      43
 3429    3988       8
 3430    3683      92
 3436    3775      55
 3437    4660      42
 3440    4089      82
 3441    3763      45
 3441    4367      30
 3443    3739      33
 3443    3781      55
 3448    4195      25
 3448    4355      34
 3449    4811      90
 3455    4057      34
 3459    3841      18
 3461    3706      35
 3461    4970      28
 3467    4324      65
 3468    4387      87
 3469    4671      68
 3470    4832      81
 3471    4239      21
 3472    3776      89
 3474    3875      86
 3474    4801      96
 3474    4836      14
 3475    4292      31
 3477    3948      20
 3477    4332      17
 3477    4423      93
 3480    4011      63
 3481    3883      33
 3482    4224      90
 3482    4391      94
 3484    3561      79
 3486    4591      49
 3489    4839       2
 3490    3617      74
 3490    3871      79
 3492    4485      85
 3496    3791      75
 3496    3816      20
 3497    3753      99
 3498    4771      15
 3499    4039      14
 3501    4199      93
 3502    4200      96
 3503    4167       1
 3505    4105      72
 3505    4774      59
 3514    4498      28
 3517    4061      80
 3518    3598      48
 3519    3535      81
 3523    3672      54
 3526    4547      12
 3527    4565       2
 3528    3800      77
 3534    3884      57
 3536    3834      11
 3536    4114      27
 3536    4124      67
 3536    4172      55
 3538    4526      77
 3542    4066      10
 3543    4401      48
 3545    3572      40
 3545    4864      89
 3546    4900      33
 3547    4672      35
 3549    3832       2
 3549    4186      11
 3551    3905      74
 3554    3634      61
 3555    4615      87
 3557    4546       2
 3558    4801     100
 3561    4172      83
 3564    3833      36
 3564    4206      52
 3564    4772      73
 3565    4938      77
 3567    4900      42
 3570    4158      89
 3570    4218      52
 3570    4398       4
 3570    4580      70
 3571    4370      97
 3571    4973      82
 3571    4995      88
 3573    4957      10
 3574    4403      21
 3576    3752      54
 3582    3853      34
 3583    4920      57
 3584    4319      29
 3589    4393      90
 3591    4570      41
 3594    4154      98
 3597    3995      33
 3598    3783      41
 3599    3747      28
 3601    3767      28
 3603    3761      30
 3604    3991      27
 3604    4515      80
 3605    4590      41
 3605    4611      90
 3607    4944      97
 3608    4173      73
 3608    4573      90
 3609    4164      52
 3609    4598       3
 3610    3693      23
 3613    3750      98
 3615    4915      62
 3616    4310      55
 3617    4643     100
 3618    4690      71
 3620    3868      41
 3626    4442      48
 3627    4180      85
 3629    4264      80
 3629    4623      50
 3631    4781       1
 3632    3986      46
 3633    3775      90
 3633    4845      65
 3634    4567      29
 3638    3837      56
 3639    4060      51
 3640    3788      89
 3644    4831      94
 3646    4070      43
 3650    4832      84
 3651    4242      44
 3651    4293       1
 3654    3711      98
 3655    4419      25
 3657    4222      52
 3658    4931      30
 3659    4823      69
 3661    4678      83
 3663    4259      77
 3663    4866      88
 3665    3879      13
 3672    4599      12
 3673    3799      49
 3675    4125      67
 3677    4587      71
 3679    4918      84
 3680    4953      32
 3681    4597      32
 3685    4649      23
 3686    4435      68
 3686    4586      59
 3688    3965      51
 3690    3699      97
 3696    4309      87
 3698    4813      15
 3700    4049      94
 3706    4399      49
 3707    4632      50
 3714    3814      31
 3714    4111      10
 3714    4934      14
 3715    4192      43
 3717    3838      89
 3718    4079      47
 3719    4278      74
 3721    4644      24
 3723    4251      86
 3725    4178     100
 3726    3776      98
 3728    3986      50
 3730    4352      24
 3730    4523      92
 3730    4540      74
 3730    4877       4
 3731    4496       8
 3737    4456      20
 3738    3763      89
 3739    3857       7
 3740    4515       7
 3744    4080      91
 3744    4190      94
 3746    3805      57
 3746    4016      95
 3748    4244      68
 3750    4216      58
 3751    4793      16
 3752    4099      53
 3754    4352       5
 3755    4526      49
 3755    4810      72
 3756    4164       3
 3759    4867      80
 3760    4234      56
 3761    4618      81
 3761    4810      95
 3769    4707      47
 3770    3895      63
 3770    4233      91
 3773    4042      41
 3773    4461      47
 3774    3797       7
 3775    3806      24
 3780    4752      99
 3781    3785       8
 3784    3792      21
 3785    4431      77
 3786    3872      33
 3787    4596      38
 3790    4695      31
 3793    4893       9
 3794    4849      64
 3795    3840      82
 3798    4494      67
 3801    4241      75
 3805    4647      23
 3806    4946      61
 3807    4653      25
 3809    4364     100
 3809    4773       1
 3809    4913      31
 3810    4196      44
 3810    4825      21
 3813    3955      62
 3813    4229      98
 3813    4775      43
 3816    4437      29
 3816    4914      88
 3817    4020      24
 3821    4790      61
 3822    4013       8
 3825    4463      95
 3825    4654      78
 3825    4879      93
 3828    4252      74
 3829    4602      10
 3831    3881      90
 3833    4299      21
 3833    4415      53
 3834    4104      72
 3838    4083      31
 3840    4468      48
 3841    4617      76
 3842    4587      75
 3844    4575      71
 3847    4082      53
 3847    4228      16
 3847    4629      55
 3848    4561      71
 3849    4581      66
 3850    4577      14
 3851    4985      38
 3856    4190      82
 3862    4721      60
 3867    4769      59
 3872    4677      40
 3872    4959      99
 3873    4660      13
 3875    4293      30
 3875    4975      42
 3876    4612      78
 3877    4071      12
 3878    4183       5
 3878    4479      27
 3880    3907      36
 3880    4003      65
 3882    4710      47
 3883    4578      40
 3891    4133      87
 3891    4381      87
 3892    3998     100
 3892    4273      96
 3896    3950      44
 3897    4872      86
 3898    4051      68
 3898    4219       8
 3902    4239      77
 3903    4537      92
 3904    4278      55
 3910    4308      85
 3912    4556       6
 3913    4215      30
 3916    4603      41
 3920    4632      48
 3921    4204      18
 3925    4907      49
 3926    4530      34
 3931    4986      77
 3933    4926      99
 3938    4984      76
 3950    4540      30
 3956    4944      75
 3957    4763      93
 3966    4243      21
 3970    4292      28
 3971    4152      52
 3971    4786      24
